Customer_ID,Name,Age,Gender,City,Employment_Type,Monthly_Income,Loan_Amount,Interest_Rate,Tenure_Months,Credit_Score,Vehicle_Type,Down_Payment,EMI,Previous_Default,Loan_Status
C2187, Aayush Bath ,31.0,M,Thane,SALARIED,26361,319425,14.2,60,683.0,c ar,31612,5478,NO,Default
C1777,Saanvi Raj,18.0,M,Nashik, salarieD,34135,481087,,30,597.0,suv,131760,13600,No,Default
C1992,Nehmat Choudhury,29.0,F,Delhi, salarieD,48767,554454,8.0,72,650.0,S U V,148372,6091,no,default
C2034,Ishaan Behl,36.0,F,Gurugram,salaried,58186,438330,12.4,36,644.0,Car,64730,11664,yes,No Default
C0293,Charvi Butala,27.0,F,Bhopal,Salaried,31406,112322,14.6,60,616.0,Bike,20200,2000,No,Default
C0721,Veer Dugal,18.0,M,Nagpur,Student,45579,254329,11.9,36,631.0,BIKE,34100,6845,0,Default
C0469,Lakshay Reddy,27.0,M,Nashik,SALARIED,16679,221346,14.8,72,737.0,suv,11530,3345,no,Default
C0045,Samaira Choudhary,26.0,M,Bhopal,,49603,315562,17.3,30,799.0,CAR,66065,9755,NO,No Default
C3109,Aarush Anand,45.0,F,Kolkata,Salaried,65995,839730,15.3,12,618.0,c ar,162154,65103,yes,Default
C2223, Prerak Kuruvilla ,30.0,M,Kochi,salaried,42362,470867,11.0,72,541.0,c ar,38571,6664,N,Default
C0127,Devansh Lal,28.0,F,Visakhapatnam,SALARIED,56085,711329,11.2,18,653.0,S U V,78810,39075,yes,Default
C0910,Kavya Choudhury,43.0,M,Visakhapatnam,self employed,41374,223201,11.5,12,690.0,BIKE,59893,15174,No,No Default
C2474,Tushar De,39.0,M,Thane,Salaried,69291,252166,10.5,60,747.0,BikE,54102,3647,0,No Default
C1841,Dhruv Swaminathan,44.0,M,Mumbai,Salaried,21236,109045,13.8,24,678.0,Bike,23838,4040,N,No Default
C3155,Mehul Dar,31.0,M,Kochi,Salaried ,52126,559949,11.4,36,638.0,suv,151525,12638,0,No Default
C1377,Kaira Chaudhary,27.0,F,Indore, salarieD,70401,440165,11.6,12,708.0,Car,33725,37798,No,Default
C2014,Shamik Varty,34.0,M,Visakhapatnam,bussiness,45720,393524,8.0,36,636.0,Car,37668,10675,NO,Default
C1405,Khushi Gill,40.0,F,Kochi,Salaried ,64798,345643,13.1,60,568.0,bike,66595,5260,N,Default
C2492,Alia Sridhar,30.0,F,Hyderabad,SALARIED,59435,521139,13.1,18,718.0,SUV,147330,23487,No,Default
C0794,Himmat Sastry,,F,Noida, salarieD,43780,472207,13.7,12,666.0,SUV,99291,35333,NO,No Default
C2992,Lakshit Dara,25.0,F,Delhi,Salaried,20421,184526,12.2,30,486.0,c ar,46801,5150,1,No Default
C2349,Shalv Comar,39.0,F,Ahmedabad,Govt,24831,357991,12.0,48,729.0,Suv,66718,6796,1,Default
C0199,Vidur Ratti,46.0,M,Thane,salaried,65974,472986,13.9,60,755.0,Car,79772,7464,yes,Default
C1193,Kimaya Kohli,35.0,F,Jaipur,Salaried,38538,412919,12.8,36,622.0,c ar,66226,10863,NO,Default
C2291,Emir Apte,40.0,Other,Ahmedabad,self employed,65776,553514,8.0,36,694.0,c ar,29894,15708,NO,No Default
C2913,Rasha Bajwa,18.0,M,Mumbai,Unemployed,23753,237837,8.0,24,788.0,S U V,14076,10069,NO,No Default
C2312,Drishya Kumar,44.0,F,Nashik,Salaried ,35224,110519,8.0,30,589.0,BIKE,23418,3135,0,No Default
C0775,Suhana Raj,29.0,F,Pune,salaried,24340,265992,10.7,36,583.0,Car,39294,6970,0,No Default
C2272,Aarna Tak,44.0,M,Patna,Salaried ,60183,689071,10.4,12,720.0,CAR,202483,44766,No,no default
C1098,Jayan Khare,31.0,F,Nagpur,SALARIED,28295,109366,10.1,12,731.0,BikE,29575,7320,N,No Default
C0138,Kiara  Bassi,27.0,F,Pune,,23894,229980,15.0,24,608.0,Suv,28582,9650,N,No Default
C1588,Reyansh Kalla,32.0,M,Pune, salarieD,39969,490443,9.9,18,604.0, car ,61626,26181,N,Default
C1971,Romil Kurian,25.0,M,Nashik,salaried,33196,418597,12.7,48,646.0,Car,49804,8658,YES,Default
C2842,Sumer Toor,28.0,M,Delhi,salaried,65497,523738,13.1,36,764.0,c ar,57960,14633,1, No Default 
C0694, Ehsaan Chada ,41.0,Other,Patna,self employed,24273,123872,9.8,48,768.0,BikE,31711,2108,yes,Default
C0043,Priyansh Kothari,53.0,F,Kochi,Self-employed,19421,77740,11.1,60,675.0,Bike,5000,2000,Yes,Default
C1566,Gatik Banik,34.0,M,Jaipur,Business ,86871,698966,14.8,36,766.0,Car,71554,20007,YES,Default
C1162,Aaina Tailor,39.0,M,Bhopal,self employed,18069,153890,12.5,48,600.0,CAR,27897,2952,0, No Default 
C1095,Zaina Sodhi,35.0,F,Gurugram,,32574,403993,13.4,24,592.0,c ar,28148,17758,NO,No Default
C3188,Ritvik Ghose,26.0,M,Surat,Self Employed,37245,345317,11.7,60,585.0,car,36344,5752,N,Default
C1634,Dhanush Setty,,M,Thane, salarieD,76914,342244,11.3,72,809.0,BikE,94096,3835,NO,No Default
C1400,Kiara Bakshi,30.0,F,Jaipur,salaried,38240,237347,8.3,30,635.0, CAR ,63484,6276,N,No Default
C2324,Dhruv Tank,33.0,M, Ahmedabad ,Salaried,95754,589865,12.1,18,732.0,BIKE,119150,29315,Y,Default
C0249,Arhaan Ram,43.0,F,Nagpur, salarieD,41901,336209,9.4,36,667.0,SUV,44100,8876,1,Default
C2574,Jayesh Sridhar,31.0,M,Patna,Self-employed,48142,599492,8.0,18,612.0,c ar,99074,30025,No,no default
C1132,Shray Bera,41.0,M,Ahmedabad,Business,74747,498583,12.3,36,724.0,CAR,70265,13361,yes,No Default
C0420,Romil Chacko,,M,Gurugram,self employed,27428,114501,14.3,48,735.0,bike,21814,2207,NO,Default
C1180,Neelofar  Samra,35.0,F,Ahmedabad,Student ,20081,153301,12.8,60,641.0,suv,12747,2642,N,Default
C2523,Lakshit Sarma,21.0,M,Kochi,SALARIED,86761,447953,8.0,24,764.0, BikE ,56741,17604,yes,Default
C0079,Priyansh  Dua,51.0,M,Vadodara,salaried,99143,1443907,9.8,72,651.0,S U V,82585,20760,NO,Default
C0959,Urvi Mammen,28.0,F,Coimbatore,Salaried,40122,241133,14.7,72,657.0,Car,46557,3099,N,Default
C1450, Nishith Gade ,28.0,F,Kochi,SALARIED,19355,201819,12.8,24,666.0,S U V,14562,8801,N,Default
C1572,Jayant Sura,,M,Noida,self employed,39747,170411,14.6,12,648.0,Bike,21720,14199,NO,No Default
C0224,Lakshit Tara,38.0,M,Indore,Salaried,54210,407506,14.7,30,783.0,CAR,76070,12671,N,No Default
C2334, Sana Dasgupta ,48.0,M,Visakhapatnam,Self employed,43774,218138,10.5,48,638.0,Bike,43961,4009,no, No Default 
C0690,Pihu Comar,29.0,M,Bhopal,Self employed,50797,653696,14.9,36,630.0,c ar,88672,18033,0,No Default
C2717,Jhanvi Jani,31.0,M,Lucknow,Self Employed,32464,381488,13.1,30,718.0,CAR,104611,10438,0,No Default
C1951,Nayantara Lalla,27.0,F,Patna,SALARIED,64304,796826,15.3,18,655.0,SUV,101447,44542,N,Default
C2041,Rania  Ramaswamy,20.0,F,Visakhapatnam,salaried,58764,709388,9.4,30,585.0, Car ,141557,20706,N,Default
C1236,Armaan Solanki,21.0,F, Coimbatore ,unemployed,55096,213772,11.1,48,707.0,BIKE,28194,4295,NO,Default
C1248,Yuvraj  Hayer,57.0,M,Patna,salaried,47011,584881,12.2,24,,car,154062,20140,0,Default
C3031,Kanav Krish,25.0,F,Noida,self employed,48161,602500,9.5,48,702.0,car,114863,11124,N,No Default
C0837,Darshit Dua,18.0,M,Hyderabad, salarieD,12580,150370,15.8,18,642.0,S U V,29556,7772,NO,Default
C1437,Emir Sami,30.0,F,Thane,SALARIED,109956,1437447,15.3,60,577.0,truck,249682,22824,0,Default
C2189,Yuvaan Vala,31.0,F, Gurugram ,Govt,59128,528228,9.9,36,678.0,S U V,64556,14154,N,No Default
C1011,Devansh Walia,36.0,Other,Surat,salaried,41988,335008,16.4,30,638.0,Car,30333,11821,no,No Default
C0937,Prisha Srivastava,25.0,M,Surat,Self employed,68252,232825,,12,659.0,BikE,45493,17577,YES,No Default
C2081,Vivaan Goswami,32.0,F,Kolkata,Salaried ,21097,240725,13.1,60,567.0,SUV,38713,3807,no,No Default
C0429, Lakshay Barad ,34.0,F,Surat,SALARIED,56399,603489,9.4,24,706.0,car,93289,23256,NO,Default
C2438,Akarsh Arora,49.0,F,Kolkata,salaried,35144,183413,12.6,72,645.0,BikE,42216,2208,no,Default
C1964,Sahil Brar,39.0,F,Hyderabad, salarieD,68154,434402,8.8,12,676.0,BikE,80932,32047,YES, Default 
C1629,Advik Sarraf,,F,Gurugram,SALARIED,111359,669630,11.7,18,678.0,BIKE,175541,30660,NO,No Default
C2712,Hridaan Sachdev,27.0,F,Jaipur,UNEMPLOYED,26934,116769,12.0,72,681.0,BikE,33974,2000,N,NO DEFAULT
C0026,Rohan Thakur,23.0,M,Chennai,salaried,55688,603466,13.4,60,,Car,50920,10443,0,DEFAULT
C1375,Ritvik Dube,28.0,M,Vadodara,salaried,57456,419610,11.6,72,785.0,CAR,103112,4905,N,No Default
C1930,Kimaya Karan,27.0,M,Coimbatore,BUSINESS,40196,371884,10.2,18,720.0,CAR,39040,20377,NO,Default
C1090,Mishti Borah,34.0,F,Bhopal,Self  Employed,55169,245529,9.6,12,761.0,bike,29295,19749,no,Default
C2192,Heer Vala,25.0,M,Kochi,Self Employed,60128,605308,12.2,30,700.0,Suv,151501,16972,Y,Default
C0092,Akarsh Ghosh,27.0,F, Vadodara , salarieD,27659,189141,12.5,24,733.0,Car,41568,6917,N,Default
C1017,Neysa Ratti,42.0,M,Chennai,bussiness,44110,381482,,72,686.0,car,64475,4891,YES,Default
C1343,Pari Master,48.0,M,Bengaluru,Salaried ,47536,470507,11.6,36,715.0,Car,78066,12165,0,Default
C2735,Nishith Rattan,29.0,F,Thane, salarieD,30163,248395,11.2,36,730.0,car,20100,7051,yes, Default 
C1646,Aniruddh Sachdeva,41.0,M,Noida,Business ,22607,110081,10.8,60,637.0,Bike,12020,2000,N, Default 
C1907,Arhaan Devi,,F,Noida,Salaried ,17614,205714,13.4,36,628.0,c ar,30838,5508,0,Default
C1313,Neelofar Sahni,38.0,F,Mumbai,salaried,42679,471627,13.5,30,772.0,Car,120299,13291,No,No Default
C1124,Stuvan Gera,45.0,F,Vadodara,Salaried,63727,798078,12.3,48,,c ar,51302,17471,N,Default
C2283,Pari Salvi,31.0,F,Noida,Business ,83445,606284,,36,677.0,CAR,32935,17694,No,Default
C2864,Arhaan Goyal,39.0,F,Bhopal,SALARIED,37234,232945,9.8,36,658.0,Car,35922,6009,No,Default
C2131,Mamooty Khatri,44.0,M,Nagpur,studnt,14268,130488,8.0,12,665.0,c ar,11710,10690,no,No Default
C2230,Riya Seshadri,26.0,F,Surat,Salaried,60381,652913,12.4,60,517.0,c ar,185079,8764,no,Default
C0598,Madhav Krish,29.0,F,Ahmedabad,Self Employed,54274,373342,17.6,30,625.0, c ar ,69196,11922,N,Default
C2930,Riaan  Dutta,31.0,F,Jaipur, salarieD,62104,596692,14.3,72,663.0,CAR,132555,7368,0,No Default
C2853,Yakshit Chatterjee,39.0,M,Gurugram,Salaried,70396,485730,12.1,60,680.0,Car,85097,7485,no,No  Default
C2169,Rania Raja,47.0,M,Vadodara,BUSINESS,60624,552723,12.1,18,584.0,Car,110150,27562,No,Default
C1452,Bhamini Doctor,18.0,F,Patna, salarieD,25422,317233,11.6,18,604.0,car,23685,18199,Yes,Default
C0656, Azad Shan ,24.0,F,Jaipur,,44296,171420,14.2,30,628.0,bike,46090,4770,No,Default
C0588,Jhanvi Saxena,30.0,M,Ahmedabad,self employed,45941,255005,14.6,36,582.0,BikE,48232,6582,N,Default
C0667,Sahil Gole,24.0,M,Coimbatore,salaried,30878,194445,14.2,24,618.0,BIKE,28832,7880,NO,NO DEFAULT
C0419,Nirvi Raju,35.0,M,Visakhapatnam,Self-employed,56297,312529,11.1,72,717.0,BIKE,78684,3608,Yes,No Default
C2416,Gatik Dubey,26.0,M,Nagpur,STUDENT,33451,148260,10.8,48,633.0,BikE,33993,2637,NO,Default
C2608,Lakshit Grewal,42.0,M,Patna,salaried,29722,170298,12.0,24,708.0,bike,34733,6326,no,Default
C1926,Lagan Saraf,27.0,M,Gurugram,SALARIED,56558,294676,9.9,48,618.0,Bike,24247,6191,NO,Default
C1901,Ivana Andra,41.0,M,Coimbatore,Govt,20798,98423,8.4,24,840.0,bike,27751,3192,YES,No Default
C1577,Tiya Cherian,35.0,M,Visakhapatnam,Salaried ,33602,268271,14.7,48,783.0,c ar,23705,5844,yes,No Default
C2421,Madhup Dash,18.0,M,Surat, salarieD,78350,584342,13.8,12,674.0,SUV,116339,44382,0,Default
C1808,Kanav Gill,55.0,F, Bengaluru ,govt ,36193,347951,8.4,24,722.0,suv,22224,14712,no,No Default
C0606,Priyansh Chacko,22.0,Other,Kolkata,Student,21059,171993,11.5,24,737.0,Suv,25251,6817,No,default
C1548,Aradhya Chanda,40.0,F,Nagpur,SALARIED,26529,444932,13.6,72,664.0,Truck,104187,5376,YES,No Default
C1255,Myra Lala,32.0,M,Coimbatore,self employed,43841,255878,14.4,24,735.0,bike,57452,9458,N,No Default
C0240,Anahi Aggarwal,33.0,M,Jaipur,Salaried ,24936,219203,11.2,12,600.0,Car,14696,18950,N,No Default
C0157,Dhanush  Dhar,45.0,M,Ahmedabad,SALARIED,34807,189213,12.8,48,643.0,BikE,20077,3974,NO,No Default
C1498,Jiya Ramanathan,35.0,M,Coimbatore, salarieD,15004,93801,11.0,72,595.0,bike,11508,2000,No,No Default
C2591,Diya  Deshpande,18.0,M,Visakhapatnam,salaried,81361,701708,13.7,24,730.0,c ar,36792,31500,N,Default
C1836,Ahana  Salvi,27.0,M,Gurugram,Self-employed,32092,261053,9.7,60,540.0,c ar,19504,4416,No,No Default
C1344, Zara Dani ,34.0,M,Kochi,Salaried,31741,254482,12.4,36,584.0,Car,46589,6490,NO,No Default
C1181,Adira Krish,30.0,M,Chennai,SALARIED,22468,259366,11.3,48,778.0,Suv,64184,4525,no,Default
C1982,Nitya Tella,38.0,F,Patna,SALARIED,51835,564776,10.0,12,741.0,c ar,71088,45254,0,Default
C3099,Shayak Bhatia,35.0,M,Coimbatore,Salaried ,66184,320694,9.5,36,615.0,bike,66067,7744,Y,Default
C0482,Vritika Sani,30.0,M, Kochi ,SALARIED,62552,384905,11.0,12,715.0,bike,74739,28690,No,No Default
C0646,Yakshit Vyas,44.0,F,Indore,studnt,37650,114776,14.9,48,752.0,Bike,28655,2061,no,No Default
C1924,Kismat Brar,18.0,Other,Coimbatore, salarieD,36211,227921,12.4,36,684.0,BikE,40586,5849,NO,DEFAULT
C1391,Oorja Bandi,42.0,M,Noida,Self-employed,28450,96840,14.4,36,649.0, Bike ,13743,2640,NO,Default
C1319,Vanya Acharya,35.0,M,Gurugram,Salaried ,40556,418277,9.2,72,649.0,Car,119449,4532,no,No Default
C0597,Bhavin Lad,22.0,F,Noida,Salaried,55087,170214,11.0,60,548.0,BIKE,34770,2505,NO,No Default
C2472,Zain Chokshi,35.0,M,Hyderabad,Salaried ,35731,147339,13.8,36,580.0,BIKE,27957,3773,0,Default
C1438,Purab Venkatesh,,M,Visakhapatnam,salaried,41438,431485,11.4,12,695.0,CAR,121816,28747,NO,No Default
C0813,Priyansh Ghosh,22.0,F,Indore,salaried,72434,265040,10.7,36,650.0,Bike,22784,7449,0,Default
C0309, Anika Das ,28.0,M,Nashik,Salaried,49263,177942,11.1,30,706.0, BIKE ,46133,4881,No,No Default
C1007,Ela Tak,43.0,F,Mumbai,,20540,243378,8.8,12,718.0,Car,16244,20593,1,Default
C0215,Kiara Raval,38.0,F,Surat,SALARIED,66068,1005977,11.4,30,697.0,SUV,283442,26830,NO,Default
C2970,Prerak Dara,35.0,F,Thane,Goverment,27549,338010,10.0,24,781.0,suv,82296,11720,NO,Default
C2049,Jayan Talwar,,F,Jaipur,SALARIED,48806,652265,10.3,48,850.0,Suv,168778,11110,no,Default
C3045,Aayush Dora,,F,Jaipur,salaried,49570,396175,,60,635.0,CAR,115987,5104,N,Default
C1927,Nishith Badal,33.0,F,Bengaluru,Salaried,49283,551556,8.0,30,664.0,Car,42748,18317,0,Default
C2969,Akarsh Shroff,50.0,M,Mumbai,SALARIED,31389,411036,9.6,18,696.0,Suv,22660,23647,NO,Default
C0443,Aaina  Kashyap,27.0,F,Visakhapatnam,Self Employed,50118,634515,12.9,36,701.0,c ar,162274,14810,N,Default
C1875, Tushar Lall ,29.0,M,Nagpur,Self Employed,48047,454193,9.7,12,585.0,CAR,131820,29470,No, No Default 
C3055,Tiya Mangat,,F,Ahmedabad,Self employed,53732,546611,10.9,18,767.0,Car,94896,27830,no,No Default
C2912,Kabir Kalita,25.0,M,Bengaluru, salarieD,63313,816306,13.4,24,670.0,car,143879,31772,YES,Default
C1800,Renee Shroff,41.0,F,Delhi,self employed,55329,476560,11.4,60,696.0,car,62595,7685,no,NO DEFAULT
C1238,Nitya Ganesh,36.0,M,Coimbatore,Salaried,36484,505393,11.4,72,601.0,Suv,46768,7095,N,No Default
C1226,Ritvik Subramaniam,36.0,M,Ahmedabad,Self  Employed,26500,332248,8.2,30,725.0,Truck,23833,11123,0,No Default
C2433,Vritika Brar,37.0,M,Ahmedabad,,35684,257268,13.4,60,555.0,SUV,51160,3895,Yes,Default
C1934,Anahi Goel,25.0,F,Surat,Salaried,61461,201330,9.9,30,611.0,bike,21871,6574,No,default
C1837, Parinaaz Sunder ,33.0,M,Surat,Salaried ,39828,194387,16.5,60,610.0,bike,49941,2804,no,No Default
C0337,Reyansh Virk,34.0,M,Nagpur,Self Employed,28338,285720,13.9,36,760.0,suv,74687,6676,no,No Default
C0920,Shayak Kadakia,35.0,M,Vadodara, salarieD,46610,615123,12.1,72,726.0,S U V,48758,8817,Yes,Default
C0085,Nakul Khalsa,32.0,F, Nashik ,Self employed,69163,738170,11.0,30,636.0,Car,44450,25667,NO,no default
C1568,Gatik Bahri,25.0,Other,Surat,BUSINESS,60478,623948,13.7,18,706.0,Suv,93458,33509,No,Default
C2456,Raghav Garde,18.0,F,Mumbai,STUDENT,35434,148783,11.9,72,661.0,BIKE,40524,2000,no,No Default
C0674,Zeeshan Saraf,26.0,M,Chennai,Self  Employed,56896,194656,12.3,18,649.0,Bike,54932,8717,No,Default
C2444,Dhanuk Suresh,26.0,F,Gurugram,Salaried,62844,354294,11.0,72,765.0,Bike,104676,3848,YES,No Default
C2136,Purab Gade,27.0,F,Chennai,Salaried,24236,341051,16.7,24,716.0, SUV ,61544,13591,N,Default
C2984,Vidur Dey,25.0,F,Mumbai,SALARIED,21803,258294,12.0,12,515.0,c ar,74195,17182,NO,Default
C2177,Renee Khalsa,43.0,M,Ahmedabad,Student ,37027,163903,9.7,24,769.0,BikE,46655,5359,no,no default
C1203,Dharmajan Tiwari,29.0,F,Kolkata,Salaried ,45660,415907,13.5,60,744.0,CAR,86836,6224,no,No Default
C0892,Hansh Johal,26.0,M,Jaipur,govt ,24682,293858,13.1,48,,Car,56028,5603,Yes,Default
C1089,Stuvan Bawa,25.0,F,Vadodara,Salaried,73730,600433,11.2,24,707.0,Car,119033,22304,0,No Default
C2348,Madhup Khare,45.0,F,Ahmedabad,,59440,662691,17.4,12,742.0, car ,41846,60739,N,No Default
C0620,Zoya Sampath,53.0,M,Ahmedabad,Salaried ,67136,607721,14.4,12,805.0,S U V,58468,52362,N,No Default
C2673,Anahi Wali,,M,Patna,Govt,90594,502038,10.2,72,698.0,bike,43035,7025,NO,Default
C0081,Tarini Keer,42.0,M,Gurugram, salarieD,20393,267526,13.9,36,660.0,truck,36668,7304,No,Default
C1215,Mohanlal Sha,47.0,F,Vadodara,Business,33903,203903,11.6,24,586.0,Bike,30994,8040,N,No Default
C1217,Ritvik Biswas,43.0,M,Nashik,SALARIED,45178,138759,8.6,60,719.0,Bike,36852,2000,N,No Default
C0018,Onkar Mammen,26.0,M,Ahmedabad,Self employed,38830,294935,,24,649.0,c ar,78211,10366,NO,No Default
C0784, Yuvaan Rajagopal ,36.0,M,Hyderabad,self employed,62103,418791,13.4,36,710.0,CAR,101322,10000,1,No Default
C1694,Gokul Soman,36.0,M,Kochi,Salaried ,91463,835536,12.1,48,532.0,car,112521,16885,Yes,No Default
C2695,Inaaya  Issac,26.0,F,Jaipur,Salaried ,45677,603160,14.8,30,681.0,S U V,71139,20358,yes,Default
C1764,Samar Bir,50.0,M,Kochi,bussiness,24392,155664,12.9,18,739.0,Car,23506,8289,no,No Default
C1580,Nirvi Dixit,26.0,M,Patna,salaried,62207,192022,9.8,18,647.0,bike,43703,9047,0,No Default
C2840,Akarsh Khurana,37.0,F,Bhopal,SALARIED,37687,195082,13.1,48,744.0,bike,30430,3879,No,No Default
C2999,Biju Bakshi,52.0,M,Visakhapatnam,Business ,81407,330397,14.3,36,701.0,bike,98959,7348,no,Default
C2779,Zara  Khosla,35.0,M,Nagpur,,31755,125867,12.1,18,645.0,Bike,24495,6313,NO,default
C1356,Aayush Sundaram,27.0,M,Chennai,self employed,23656,145110,10.7,30,705.0,Car,8848,5028,Yes,Default
C2183,Eshani Dash,18.0,M,Pune,Self  Employed,32707,103676,13.9,24,729.0,BikE,22568,3849,Yes,Default
C3056,Fateh Zachariah,29.0,F,Kolkata,STUDENT,100676,306297,12.8,12,671.0, BikE ,55367,23587,no,Default
C1222,Drishya Kashyap,25.0,M,Thane,salaried,17436,85089,11.0,24,641.0, bike ,22983,2872,YES,Default
C0625,Saira Sani,34.0,F,Gurugram,BUSINESS,71325,907149,16.6,60,711.0,Car,55695,16546,YES,Default
C1625,Onkar Khosla,46.0,F,Pune,,54374,368332,12.4,60,754.0,CAR,81951,5364,No,No Default
C1366,Trisha Mahajan,42.0,M,Surat,Self  Employed,30650,97047,13.6,36,602.0,BikE,23840,2310,Yes,No Default
C0847,Chirag Wadhwa,34.0,M,Surat,SALARIED,36435,148698,,36,626.0,Bike,37581,3543,1,No Default
C2696,Misha Chand,35.0,M,Chennai,Self Employed,80629,295548,14.6,30,738.0,BIKE,87584,7944,NO,no default
C1312,Fateh Biswas,24.0,Other,Indore,BUSINESS,78744,758964,11.1,18,672.0,S U V,53087,43568,no,No Default
C0173,Kaira Goyal,35.0,M,Hyderabad,Self-employed,34911,369413,11.5,24,589.0,c ar,105616,12255,N,No Default
C1952,Ehsaan Dube,40.0,F,Kochi,,51878,457307,,24,617.0,c ar,62419,18444,NO,Default
C1945,Lakshit Loke,32.0,M,Nagpur,Goverment,35498,312049,12.9,12,614.0,car,93061,20603,No,Default
C2555,Zain Shroff,42.0,F,Noida,Salaried ,32902,351919,13.8,24,711.0,CAR,86504,12585,YES,Default
C1435,Emir Choudhury,18.0,M,Gurugram, salarieD,29337,139160,14.8,18,472.0,Bike,11825,8121,yes,No Default
C2267,Ojas Bhargava,53.0,F,Lucknow, salarieD,68705,704913,9.1,18,539.0,CAR,182262,31678,NO,Default
C3034,Parinaaz Chakraborty,45.0,F,Delhi,SALARIED,44103,361222,15.5,24,613.0,CAR,100720,12536,NO,Default
C2615,Nayantara Borah,26.0,M,Lucknow, salarieD,58329,772333,14.6,30,726.0,Suv,75095,26634,no,Default
C3145,Myra Solanki,18.0,F,Coimbatore,self employed,44932,436837,11.1,72,670.0,car,52690,5927,N,Default
C2664,Kartik Tank,38.0,F,Delhi,self employed,42497,384663,13.3,48,784.0,car,67367,7489,N,No Default
C3037,Taimur Bhattacharyya,40.0,F,Nagpur,salaried,46009,548142,14.0,30,733.0,CAR,41849,19239,N,No Default
C1702,Aniruddh Handa,49.0,M,Patna,Student ,76891,244592,13.9,18,569.0,BIKE,46850,12512,yes,No Default
C1268,Ritvik  Malhotra,50.0,M, Visakhapatnam ,Salaried,61300,746148,13.1,30,782.0,suv,49758,26253,N,No Default
C2742,Vivaan Kara,33.0,F,Vadodara,self employed,63950,368781,10.6,36,,bike,99071,8286,0,Default
C2056,Miraan Khalsa,27.0,F,Nagpur,Govt,22196,241818,13.1,48,822.0,c ar,58544,4318,No,No Default
C0459,Gokul Bava,,M,Hyderabad,Self-employed,19311,94491,14.4,30,743.0,Bike,8780,3268,yes,Default
C1168,Oorja Chauhan,34.0,M,Mumbai,Business,32785,316197,12.2,48,789.0,car,49203,6240,0,No Default
C0009,Kabir Soni,28.0,F,Indore, salarieD,72411,576865,9.5,30,679.0,car,144533,15780,Yes,No Default
C1442,Ritvik Balay,33.0,M,Nagpur,Self Employed,48155,598524,13.0,36,535.0,suv,43579,17419,NO,No Default
C2542,Kiara Saran,18.0,M,Visakhapatnam, salarieD,85420,273156,9.4,24,754.0,bike,45601,10372,0,Default
C2769,Suhana Dhillon,25.0,F,Nagpur,SALARIED,38361,355368,12.4,18,569.0,Car,42462,19539,no,DEFAULT
C3141,tejas dave,33.0,F,HYDERABAD,Self-employed,50175,354381,12.1,18,627.0,Car,38529,19670,yes,Default
C2280,Pranay Kapur,34.0,F,Vadodara,Salaried,62411,456209,15.9,72,724.0,Car,61300,6356,0,Default
C2009,Jivika Din,50.0,F,Thane,Government,45230,160290,10.5,30,686.0,BikE,15280,5341,NO,Default
C0464,Lakshay Shankar,35.0,F,Lucknow,Self-employed,99289,1176855,12.8,12,693.0,car,201564,90000,Y,Default
C0924,Jayant Buch,,M,Indore,Self Employed,33083,294103,11.9,18,611.0,suv,15438,17323,No,Default
C2728,Arnav Krishnamurthy,18.0,M,Kochi,Self Employed,36796,267440,8.0,60,607.0,SUV,58154,3767,Yes,Default
C1542,Mehul Ravi,42.0,M,Thane,Salaried ,49486,596076,9.3,72,631.0,CAR,145315,6842,0,No Default
C0383,Faiyaz Verma,30.0,F,Thane, salarieD,28766,326208,13.7,12,501.0,suv,64844,24764,no,Default
C2170,Ivan Bajwa,18.0,M,Vadodara,Self employed,35247,163452,10.7,30,542.0,BIKE,22838,5188,N,Default
C0716,Stuvan Hayre,27.0,F,Vadodara,SALARIED,52987,430224,,60,757.0,car,86107,6738,Yes,Default
C2064,Miraya Dube,43.0,M,Nashik,SALARIED,32556,495357,14.4,60,640.0,suv,48395,8522,No,Default
C1448,Ryan  Venkatesh,33.0,M,Kolkata,Self employed,147402,1785582,12.5,36,630.0,car,392877,43522,N,DEFAULT
C2818,Vivaan Lata,40.0,M,Lucknow,Self  Employed,62866,782006,8.2,24,627.0,Car,164155,27854,0,Default
C2142,Dhanuk Bora,29.0,F,Delhi,Student ,37459,218312,13.8,30,624.0,BIKE,25735,7305,No,No Default
C2617,Tejas Manne,23.0,F,Indore,Salaried,69505,695485,9.9,30,677.0,S U V,146520,20110,YES,Default
C0011,Ehsaan Sarkar,25.0,F,Hyderabad,salaried,39154,471481,8.7,60,746.0,car,31065,7978,N,Default
C0015,Indranil Chandra,31.0,M,Vadodara,SALARIED,52845,234438,10.3,18,722.0,BIKE,16233,13371,no,Default
C0192,Samaira Bhavsar,42.0,F,Delhi,SALARIED,44226,544197,8.4,18,629.0,CAR,107798,26280,YES,Default
C0049,Divyansh Shetty,19.0,F,Patna,Salaried,36189,368772,11.5,36,801.0,S U V,27458,10571,NO,Default
C0425,Indranil Swamy,28.0,M,Surat,Self employed,30520,245085,12.8,60,726.0,c ar,61067,3459,no,Default
C1073,Anika Banerjee,37.0,M,Noida,Self-employed,33760,204534,12.6,24,585.0,car,46755,7402,YES,Default
C2266,Drishya Atwal,19.0,F,Bhopal,salaried,112710,914679,11.9,60,663.0,c ar,90977,15362,NO,Default
